"time";"keyWords"
"2015-04-02";"iPhone,2330,台股,個股,2317,合約,強弱,擠進,市場,2454,台股,2014,上揚,9600,2330,1.86,全數,一掃,出爐,以來,掛牌,IC,3374,台積電,57.5,30,如義隆,iPhone,後市,42,半導體,證券,大通,摩根,2325,供應鏈,Gokul,劣於,分析師,Hariharan,台股,美股,清明,周線,2639,接著傳,攻堅,今收,1.26,早盤,停券,500,動盪,個股,278,台積電,國際,外資,台股,保衛戰,廠房,中鋼構,夥伴,台積電,亮麗,動工,市場,斬獲,2013,入袋,停券,500,動盪,個股,278,台積電,國際,外資,台股,保衛戰,年增率,來到,台積,以來,2330,台積電,台股,上漲,回穩,148,台股,美股,清明,周線,2639,接著傳,攻堅,今收,1.26,早盤,年增率,來到,台積,以來,2330,台積電,台股,上漲,回穩,148,台股,大漲,2014,不僅,午盤,2330,即將,台積電,之後,3008,廠房,中鋼構,夥伴,台積電,亮麗,動工,市場,斬獲,2013,入袋,相對,表現,業績,持續,影響,幾檔,權值,外資,年報,發燒,半導體,證券,大通,摩根,2325,供應鏈,Gokul,劣於,分析師,Hariharan,財報,2014,純益,稅後,前十,主題,出爐,創下,1.8,兆元,台股,大漲,2014,不僅,午盤,2330,即將,台積電,之後,3008,相對,表現,業績,持續,影響,幾檔,權值,外資,年報,發燒,財報,2014,純益,稅後,前十,主題,出爐,創下,1.8,兆元,台股,2014,上揚,9600,2330,1.86,全數,一掃,出爐,以來,掛牌,IC,3374,台積電,57.5,30,如義隆,iPhone,後市,42,iPhone,2330,台股,個股,2317,合約,強弱,擠進,市場,2454"
"2015-01-13";"營收,電子,五哥,全數,俱樂部,6.52,列兆元,1.02,2014,同樣,盤中,外資,翻紅,李宗霖,指期,副理,周邊,指數,平倉,多單,蘋果,12,出爐,台股,台新,供應鏈,2015,強勢,接下來,投顧,營收,表現,產業,2014,30,上漲,兆元,500,創下,2015,營收,登上,全數,1.02,2014,俱樂部,6.52,列兆元,五哥,和碩,聯電,權證,反應,2303,價平,冠華,價內,呈現,價漲量,多頭,集團,兆元,排名,台塑,則在,4.91,1.6,2.1,中以,國內,營收,表現,產業,2014,30,上漲,兆元,500,創下,2015,集團,兆元,排名,台塑,則在,4.91,1.6,2.1,中以,國內,台積電,分析師,巴隆,劉華仁,加緊腳步,Maybank,事業,半導體,兩大,2330,聯電,權證,反應,2303,價平,冠華,價內,呈現,價漲量,多頭,2330,友達,台積,3008,2409,15,台積電,多場,多來,兩大,2330,友達,台積,3008,2409,15,台積電,多場,多來,兩大,蘋果,12,出爐,台股,台新,供應鏈,2015,強勢,接下來,投顧,上漲,最慘,914.,擴增,亞股,出現,53.5,歐元區,台股,9231.8,修正,交迫,出現,國內,37.28,內外,加權指數,影響,壓力,12,外資,台積電,2330,16,A9,不過,17,傳出,high,兩日,震盪,期貨,亞股,分析師,200,12,089,多單,10,對期,台積電,分析師,巴隆,劉華仁,加緊腳步,Maybank,事業,半導體,兩大,2330,營收,登上,全數,1.02,2014,俱樂部,6.52,列兆元,五哥,和碩,盤中,外資,翻紅,李宗霖,指期,副理,周邊,指數,平倉,多單,營收,電子,五哥,全數,俱樂部,6.52,列兆元,1.02,2014,同樣,外資,台積電,2330,16,A9,不過,17,傳出,high,兩日,震盪,期貨,亞股,分析師,200,12,089,多單,10,對期,上漲,最慘,914.,擴增,亞股,出現,53.5,歐元區,台股,9231.8,修正,交迫,出現,國內,37.28,內外,加權指數,影響,壓力,12"
"2015-11-17";"股價,傳出,3.7,InFO,台積,出型,2303,台積電,台股,140,獲利,全體,億元,衰退,去年同期,15.5,2.4,355,779.99,單季,今日,回神,加持,台指,回穩,回補,則偏,均線,下大漲,分析師,指數,3008,2.,個股,2330,1.,台積電,CPI,大盤,2317,台股,成長,獲利,2011,中斷,台積電,16,台晶圓,技術,市占率,立院,三讀,8500,以大漲,8400,237,來到,8471,國內,台股"
"2015-03-12";"營收,證交所,國內,天數,1.89,iPhone,0.94,干擾,不過,年減,友達,市場,南韓,2330,一碼,2409,大關,指數,3481,台灣,精材,億元,藉由,合併,台積電,49.34,增資,3374,作為,封裝,投資人,關係,上市公司,Investor,250,18,對此,Relations,報名,層面,設備,景氣,SEMI,半導體,今年,來到,405,之譜,15,億美元,投資人,關係,上市公司,Investor,250,18,對此,Relations,報名,層面,精材,億元,藉由,合併,台積電,49.34,增資,3374,作為,封裝,營收,證交所,國內,天數,1.89,iPhone,0.94,干擾,不過,年減,外資,連續,權值,兩日,億元,三個,50,上漲,加權指數,80,台股,美股,挺過,儘管,作收,11,專家,午盤,9523,影響,台股,美股,挺過,儘管,作收,11,專家,午盤,9523,影響,11,股東會,融券,要角,回補,500,強制,宏達,多頭,個股,設備,景氣,SEMI,半導體,今年,來到,405,之譜,15,億美元,代工,A8,億元,出貨,2330,626.45,28.1,天數,台積電,33.8,11,股東會,融券,要角,回補,500,強制,宏達,多頭,個股,期收,帶動,台指,台股,9607,11,悶氣,88,持續,1011,代工,A8,億元,出貨,2330,626.45,28.1,天數,台積電,33.8,外資,連續,權值,兩日,億元,三個,50,上漲,加權指數,80,友達,市場,南韓,2330,一碼,2409,大關,指數,3481,台灣,期收,帶動,台指,台股,9607,11,悶氣,88,持續,1011"
"2015-04-12";"億元,台積電,來到,Altera,722.69,2220.3,0.2,15.4,2240,2330,500,700,壓力,多空,來到,一點,已經,投資,位時,一個,億元,台積電,來到,Altera,722.69,2220.3,0.2,15.4,2240,2330,大立光,先進,台季電,奈米,20,出貨,16,季營收,三大,千萬,500,700,壓力,多空,來到,一點,已經,投資,位時,一個,市場,蘋概,對於,大立,均線,低於,後續,iPhone6,成長,光法,市場,蘋概,對於,大立,均線,低於,後續,iPhone6,成長,光法,布局,後市,季報,冠軍,奪得,2.24,台股,機會,戰報,成長,五窮六絕,可扣,三大,傳統,作難,775,台股,影響,少下,呈現,大立光,先進,台季電,奈米,20,出貨,16,季營收,三大,千萬,產業,台灣,國內,創值,國家,傳播,ROG,創新,國藝會,兩岸,五窮六絕,可扣,三大,傳統,作難,775,台股,影響,少下,呈現,本季,上周,引發,戰報,冠軍,奪下,不錯,為首,台股,外資,選股,大學隊,佛光,入列,上周,力挺,台積電,僅僅,小輸,2330,布局,後市,季報,冠軍,奪得,2.24,台股,機會,戰報,成長,產業,台灣,國內,創值,國家,傳播,ROG,創新,國藝會,兩岸,港股,市場,H股,105,人民幣,亞洲,3.8,出現,價差,實施,本季,上周,引發,戰報,冠軍,奪下,不錯,為首,台股,外資,,港股,市場,H股,105,人民幣,亞洲,3.8,出現,價差,實施,,選股,大學隊,佛光,入列,上周,力挺,台積電,僅僅,小輸,2330"
"2015-02-14";"台股,市場,指數,封關,五八,千五,新高,安聯,七點,兆元,成長,台灣,產業,產值,IC,工研院,IEK,廠法,2330,2454,台灣,年輕人,很怕,咖啡廳,JP,回台灣,25,我會,沒事,去做,外資,封關,法人,加碼,個股,人能,國際,台股,動態,儘管,裝置,行動,穿戴,支付,2330,Apple,屆時,引領,企業,市場,台股,指數,封關,市值,12.6,27.58,不僅,1066,9529,亮麗,台股,指數,封關,市值,12.6,27.58,不僅,1066,9529,亮麗,外資,封關,法人,加碼,個股,人能,國際,台股,動態,儘管,成長,台灣,產業,產值,IC,工研院,IEK,廠法,2330,2454,裝置,行動,穿戴,支付,2330,Apple,屆時,引領,企業,市場,台灣,年輕人,很怕,咖啡廳,JP,回台灣,25,我會,沒事,去做,台股,市場,指數,封關,五八,千五,新高,安聯,七點,兆元"
"2015-08-30";"半導體,產業,股價,反彈,2311,台灣,台積電,影響,2330,指數,奈米,2330,代工廠,A9,50,出貨,28,市占率,16,不過"
"2015-03-14";"證券,德意志,加持,26,2330,以來,半導體,台積,三個,商機,證券,德意志,加持,26,2330,以來,半導體,台積,三個,商機,反彈,台股,66,9579,三大,回穩,均線,大盤,啟動,共計,反彈,台股,66,9579,三大,回穩,均線,大盤,啟動,共計"
"2015-09-01";"百點,指數,今日,大盤,Fed,PMI,強勁,功虧一簣,指期,尾盤,台股,買盤,急拉,全數,今早,8000,108,一盤,前驚見,不過,參與,2330,2317,個股,上漲,MSCI,台積電,台股,31,不僅,MSCI,調整,31,億元,108,使力,155,一盤,台灣,205,MSCI,買盤,認為,生效日,昨天,台股,不過,國際,市場,尾盤,積電,加持,元下,162,充滿信心,2330,台積電,報告,外資,出盡,股價,漲停,早盤,分別,4934,3561,3514,6244,大盤,一掃"
"2015-01-28";"2330,台股,也屬,SCARA,人氣指標,台達電,大盤,工業,2308,27,台股,593,價俱齊,再戰,個股,500,27,32,列車,2330,數據,財報,和緩,大漲,台股,12,微軟,亞股,日股,引發,表現,台股,相對,年前,1.65,9500,內資,奮力,9600,0.5,表現,基金,回頭,173,國際,台股,16,均線,加權指數,3.77,經濟,動力,景氣,成長,大廠,不斷,2325,封測,IC,半導體,外資,個股,帶動,權證,多頭,寬鬆,QE,利潤,建議,五個,Insights,IC,晶片,Intel,南韓,三星電子,台灣台,報導,寶座,大廠,數據,財報,和緩,大漲,台股,12,微軟,亞股,日股,引發,法說,2303,2330,2454,不過,2311,台積電,IC,同屬,半導體,9500,大盤,高點,要角,技術,2330,尾盤,即攻,宜價量,指數,9500,大盤,高點,要角,技術,2330,尾盤,即攻,宜價量,指數,Insights,IC,晶片,Intel,南韓,三星電子,台灣台,報導,寶座,大廠,億美元,TI,32.7,供應鏈,2330,IC,外電報導,季營收,單季,8.25,法說,2303,2330,2454,不過,2311,台積電,IC,同屬,半導體,外資,個股,帶動,權證,多頭,寬鬆,QE,利潤,建議,五個,台股,593,價俱齊,再戰,個股,500,27,32,列車,2330,經濟,動力,景氣,成長,大廠,不斷,2325,封測,IC,半導體,2330,台股,也屬,SCARA,人氣指標,台達電,大盤,工業,2308,27,表現,台股,相對,年前,1.65,9500,內資,奮力,9600,0.5,宏碁,董事長,介面,2353,台灣,思維,98,任務,施振榮,少華,億美元,TI,32.7,供應鏈,2330,IC,外電報導,季營收,單季,8.25,表現,基金,回頭,173,國際,台股,16,均線,加權指數,3.77,宏碁,董事長,介面,2353,台灣,思維,98,任務,施振榮,少華"
"2015-02-24";"資金,本土,實戶,加碼,年來,大戶,情勢,改寫,北東,敲進,權證,紅盤,指數,向上,動能,台股,基於,勢必,國際,加權指數,經濟,上漲,數據,指數,2014,三大,1.38,1.55,53.9,54.3,董事長,聯網,半導體,張忠謀,卡位,台積電,巨頭,商機,下波,2330,台積,羊年,再創,不墜,出貨,依舊,42,152,不淡,半導體,半導體,出貨,訂單,SEMI,北美,Ratio,出爐,1.03,半導,Bill,董事長,聯網,半導體,張忠謀,卡位,台積電,巨頭,商機,下波,2330,權證,紅盤,指數,向上,動能,台股,基於,勢必,國際,加權指數,中小,野村,基金,億元,台股,優勢,25,ING,投資氣氛,2001,台股,挑戰,主計,上漲,修台灣,成長率,機會,歐美,權值,期間,資金,看好,傳產,位於,傳產股,加權指數,復甦,指標,台股,獲利,表現,台股,紅盤,今天,推估,優勢,大盤,亮麗,元宵節,富邦,資金,看好,傳產,位於,傳產股,加權指數,復甦,指標,台股,獲利,中小,野村,基金,億元,台股,優勢,25,ING,投資氣氛,2001,上漲,亞洲,9638,9600,99.86,11,以來,全線,105,2007,經濟,上漲,數據,指數,2014,三大,1.38,1.55,53.9,54.3"
"2015-11-12";"台股,KD,2330,來到,434,19,反彈,MSCI,台積電,30,台積電,儘管,半導體,合併,億元,優於,817,回溫,單月,10,國內,業者,同時,企業,實力,他國,市場,出現,引發,iPhone,成交量,上漲,MSCI,十字線,價差,83,呈現,14,多空,午盤"
"2015-07-30";"美股,FOMC,121,召開,勢如破竹,台股,大漲,作收,市場,就業,英特爾,認為,30,來台,半導體,300,台幣,台灣,債券,台積,現貨,亞股,動力,反彈,兩天,不過,2330,2303,市場,大漲,景氣,成長,預估,半導體,備貨,29,由原,林文伯昨,傳統,董事長,外資,聯電,股價,目標價,庫藏,儘管,30,元間,圈給,15.5"
"2015-05-01";"上櫃,排名,優良,119,30,2330,160,分別,台積電,台灣,證交所,首屆,評鑑,五大,74.23,上櫃,72.41,92,企業,1393,證交所,首屆,評鑑,五大,74.23,上櫃,72.41,92,企業,1393,外資,半導體,多獲,不容樂觀,季財報,並未,季財測,庫存,不過,出現,堆高,不約而同,半導體,台積電,2454,2330,IC,季營收,大廠,兩大,外資,半導體,多獲,不容樂觀,季財報,並未,季財測,庫存,不過,出現,證交所,評鑑,企業,92,來看,上櫃,74.23,72.41,1393,出爐,經濟,預期,減緩,權值,一盤,已經,市場,撐住,Fed,平盤,上櫃,排名,優良,119,30,2330,160,分別,台積電,台灣,證交所,評鑑,企業,92,來看,上櫃,74.23,72.41,1393,出爐,經濟,預期,減緩,權值,一盤,已經,市場,撐住,Fed,平盤,堆高,不約而同,半導體,台積電,2454,2330,IC,季營收,大廠,兩大,大廠,龍頭,華電,首季,2330,光學,2454,2015,3008,出爐,大廠,龍頭,華電,首季,2330,光學,2454,2015,3008,出爐"
"2015-12-30";"企業,社會,責任,發展,捐血,年鑑,2015,36,捐錢,事蹟,開盤,走低,29,作收,尾盤,500,平盤,指期昨,億元,收斂,金融股,一度,依舊,中場,傳聞,不動產,340,出現,反彈,3.56"
"2015-03-03";"半導體,羊年,加持,SEMI,2311,五個,協會,以來,台積電,1.03,買超,指數,大盤,台積,大立光,外資,分析師,14,台積電,將是,台積電,精材,法人,3374,參加,15-20,強力,封裝,估計,業務,站上,道瓊,台股,新高,18288.63,5000,不過,9628.06,再創,9642.95,台股,美股,指數,今盤,了結,500,9600,創新,中亞,回檔,台股,美股,指數,今盤,了結,500,9600,創新,中亞,回檔,買超,指數,大盤,台積,大立光,外資,分析師,14,台積電,將是,半導體,羊年,加持,SEMI,2311,五個,協會,以來,台積電,1.03,站上,道瓊,台股,新高,18288.63,5000,不過,9628.06,再創,9642.95,設備,股價,市場,上櫃,3658,商漢,大漲,半導體,5.7,來到,設備,股價,市場,上櫃,3658,商漢,大漲,半導體,5.7,來到,台積電,精材,法人,3374,參加,15-20,強力,封裝,估計,業務"
"2015-03-04";"那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,鴻海,日刊,協商,仍未明,回應,前緣,2317,大廠,傳出,媒體,2317,不過,9596.24,9.53,2330,0.16,創新,創高,中場,上證指數,晶片,英特爾,市場,行動,手機,卡位,SoFIA,MWC,力駁,介紹,晶片,英特爾,市場,行動,手機,卡位,SoFIA,MWC,力駁,介紹,指數,個股,台股,多頭,創下,3658,11,先鋒,大盤,600,曾銘宗,條件,不過,外資,國內,改寫,依舊,樂觀,後市,動向,指數,個股,台股,多頭,創下,3658,11,先鋒,大盤,600,那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,鴻海,日刊,協商,仍未明,回應,前緣,2317,大廠,傳出,媒體,題材,族群,二線,2311,6257,一線,3264,20,8150,分別,那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,解盲,時機,仔細,23,822,上櫃,張念,慈昨,台灣浩鼎,揭曉,題材,族群,二線,2311,6257,一線,3264,20,8150,分別,那斯,指數,台股,達克,000,500,寬鬆,再創,帶來,效應,曾銘宗,條件,不過,外資,國內,改寫,依舊,樂觀,後市,動向,供應鏈,個股,Air,Watch,Apple,4938,2330,2317,2474,Macbook,供應鏈,個股,Air,Watch,Apple,4938,2330,2317,2474,Macbook,解盲,時機,仔細,23,822,上櫃,張念,慈昨,台灣浩鼎,揭曉,2317,不過,9596.24,9.53,2330,0.16,創新,創高,中場,上證指數"
"2015-05-07";"獲利,營收,創新,1.72,亮麗,2383,台股,季財報,個股,技術,獲利,營收,創新,1.72,亮麗,2383,台股,季財報,個股,技術,鞋子,鞋店,一雙,沒有,年輕人,布雷克,他動,一個,出國,幫助,美股,重挫,台塑,114.09,強勁,指數,收黑,亞股,塑膠,權值,半導體,台積,電對,保守,看法,大廠,市場,IC,市況,景氣,美股,重挫,台塑,114.09,強勁,指數,收黑,亞股,塑膠,權值"
"2015-01-24";"台股,多頭,十點,一點,中氣,上漲,寬鬆,專家,大漲,外資,台股,多頭,十點,一點,中氣,上漲,寬鬆,專家,大漲,外資,買超,外資,歷史,單日,20,以來,212,10,23,億元,優於,預期,法說,首季,2311,2330,台積電,應能,廠台,封測,晶片,過熱,手機,高通,三星,代號,供應鏈,2498,810,下單,晶片,過熱,手機,高通,三星,代號,供應鏈,2498,810,下單,即將,實施,儲祥生,僅權值,中國,上陣,QE,封關,寬鬆,到來,本周,三大,啟動,型態,QE,600,101.43,上漲,將於,實體,買超,外資,歷史,單日,20,以來,212,10,23,億元,台積電,證券商,新高,分別,價外,3008,23,不錯,創下,以來,即將,實施,儲祥生,僅權值,中國,上陣,QE,封關,寬鬆,到來,台積電,證券商,新高,分別,價外,3008,23,不錯,創下,以來,優於,預期,法說,首季,2311,2330,台積電,應能,廠台,封測"
"2015-04-23";"大漲,980,224,台股,參加,國泰,姜洋,宏圖,大陸,9838,上漲,指數,半導體,OTC,動能,DRAM,加權指數,IC,壓力,22,半導體,設備,景氣,出貨,大於,1.1,SEMI,廠商,值均,接單,上漲,指數,半導體,OTC,動能,DRAM,加權指數,IC,壓力,22,半導體,北美,半導,1.1,以來,SEMI,22,國際,020,出貨,加持,因未,南電,供應鏈,IC,Broadcom,季財報,市場,壞消息,2330,加持,因未,南電,供應鏈,IC,Broadcom,季財報,市場,壞消息,2330,半導體,設備,景氣,出貨,大於,1.1,SEMI,廠商,值均,接單,聯電,也將,2330,召開,不過,2303,回應,29,執行長,台積電,台股,萬點,啟動,今早,今大漲,2883,27,2884,元大金,9700,31,今開,9775,亮燈,9814.88,200,10,以來,2007,不僅,31,今開,9775,亮燈,9814.88,200,10,以來,2007,不僅,半導體,北美,半導,1.1,以來,SEMI,22,國際,020,出貨,台積,台積電,600,價齊揚,來自,2330,147,回溫,儘管,3.5,台積,台積電,600,價齊揚,來自,2330,147,回溫,儘管,3.5,漢微科,000,3658,喊進,600,上櫃,23,一口氣,報告,力挺,台股,多頭,增溫,展開,大漲,在量,副總,帶隊,價齊揚,國泰,漢微科,000,3658,喊進,600,上櫃,23,一口氣,報告,力挺,台股,萬點,啟動,今早,今大漲,2883,27,2884,元大金,9700,大漲,980,224,台股,參加,國泰,姜洋,宏圖,大陸,9838,聯電,也將,2330,召開,不過,2303,回應,29,執行長,台積電,漲停板,上櫃,3680,6196,半導體,3583,半年線,同樂,天價,160,漲停板,上櫃,3680,6196,半導體,3583,半年線,同樂,天價,160,台股,多頭,增溫,展開,大漲,在量,副總,帶隊,價齊揚,國泰"
"2015-04-17";"IC,族群,保守,世芯,3661,半導體,ISP,4.9,台積電,2330,台積,賣壓,下跌,4.5,1.15,ADR,142.5,作收,下修,出籠,帶動,台股,分析師,11,亞洲,上漲,15,台積,2015,半導體,外資,台積,協理,受權,不變,台股,周線,今收,壓回,不論,台股,200,48.27,608.6,1.1,亞股,今收,ADR,再破,2330,產業,代工,下修,劉德音,不過,個人電腦,3.05,半導體,台積電,2330,預期,歐台期,因為,實質,629,因台,600,希臘,台積,慘跌,表現,16,反彈,台股,上櫃,15,國內,8.4,報復性,各類,台股,200,48.27,608.6,1.1,亞股,今收,ADR,再破,2330,同時,16,000,出現,壓低,分析師,外資,季線,壓力,加強,新興,市場,比爾斯,中國,A股,Mark,團隊,富蘭克林,Mobius,坦伯頓,同時,16,000,出現,壓低,分析師,外資,季線,壓力,加強,台積,賣壓,下跌,4.5,1.15,ADR,142.5,作收,下修,出籠,台股,季財測,85,2330,17,600,將台,情況,大關,充滿信心,IC,族群,保守,世芯,3661,半導體,ISP,4.9,台積電,2330,預期,歐台期,因為,實質,629,因台,600,希臘,台積,慘跌,資本,支出,台股,3658,大廠,台積電,上櫃,2330,半導體,客戶,表現,16,反彈,台股,上櫃,15,國內,8.4,報復性,各類,外資,台積,協理,受權,不變,台股,周線,今收,壓回,不論,新興,市場,比爾斯,中國,A股,Mark,團隊,富蘭克林,Mobius,坦伯頓,600,跌破,前兩天,台積電,2330,分別,不著,低盤,大關,外資,指數,台股,支撐,不過,均線,來看,回測,大盤,上漲,季線,台股,季財測,85,2330,17,600,將台,情況,大關,充滿信心,600,跌破,前兩天,台積電,2330,分別,不著,低盤,大關,外資,指數,台股,支撐,不過,均線,來看,回測,大盤,上漲,季線,帶動,台股,分析師,11,亞洲,上漲,15,台積,2015,半導體,資本,支出,台股,3658,大廠,台積電,上櫃,2330,半導體,客戶,產業,代工,下修,劉德音,不過,個人電腦,3.05,半導體,台積電,2330"
"2015-10-11";"低點,2330,15,伴隨,24,創下,及台,台股,召開,以來,半導體,登場,15,台積,免於,大立,光法,亞科,市場,何時,手機,無法,代工,兩家,優於,iPhone,台灣,A9,供應,台積電,記者會,10,募款,宏碁,ELEVEN,亞科,債券,12,Windows,元大,外資,2330,112.5,136.00,並見,FX,1.00,033481,元富,10,記者會,國發,元大,中央銀行,公債,儀式,創業,啟動,例會,國內,表現,全周,個股,6.,優異,五檔,508,1527,匯兌,1.76,態勢,台股,中國,500,一個,不過,UA,兩次,一個月,出聲,功能型,18,力撐,也將,亮麗,Under,Armour,周將,台積電,13"
"2015-07-18";"買超,台股,外資,9000,三大,分別,大關,市場,帶動,對於,問題,陸股,債務,希臘,下滑,信心,僅剩,21,兩個,低點,台股,主導,中實,國泰,13,交戰,000,外資,三強,價值,大陸,企業,企圖心,則是,億美元,中國,一兆台幣,併購,大國,地區,供應鏈,台積電,但昨,先進,17,台積,16,季財測,同業,2330,蘋果,財報,iPhone,000,即將,供應商,21,市場,500-9,成為"
"2015-02-01";"個股,580,1.53,五檔,PCB,QE,大盤,廠商,寬鬆,台股,預期,營收,年增率,市場,120,3.08,EPS,1.,115,2.2015,放寬,16,台股,備受,台積電,個股,將是,分析師,技術,市場,預期,營收,年增率,市場,120,3.08,EPS,1.,115,2.2015,加碼,匯市,俄羅斯,加劇,分析師,以三大,丙種,台股,匯率,丹麥,蘋果,推估,即將,054.5,2409,內容,友達,將創近,到來,合併,一揚,開口,一眨,眉毛,不必,不用,董事長,瑞聰,許勝雄,總經理,個股,580,1.53,五檔,PCB,QE,大盤,廠商,寬鬆,台股,市場,周五,台股,20,以後,依據,以大,三個,在於,10,加碼,匯市,俄羅斯,加劇,分析師,以三大,丙種,台股,匯率,丹麥,放寬,16,台股,備受,台積電,個股,將是,分析師,技術,市場,市場,周五,台股,20,以後,依據,以大,三個,在於,10,一揚,開口,一眨,眉毛,不必,不用,董事長,瑞聰,許勝雄,總經理,蘋果,推估,即將,054.5,2409,內容,友達,將創近,到來,合併"
"2015-02-13";"半導體,預期,訂單,升溫,代工廠,Materials,低於,大廠,來自,季財報,市值,150,2592.93,3.88,上漲,1.5,以台積,一個,兆元,億元,成長,營收,以來,復華,創下,單月,2330,半導體,收月增,全數,指數,權重,新興,MSCI,亞洲,來到,12.43,18.79,分別,1.32,市值,150,2592.93,3.88,上漲,1.5,以台積,一個,兆元,億元,收紅,台股,761.31,33.2,9500,上漲,2014,以來,9529.51,億元,台股,錢冠州,多頭,封關,今天,符合,價差,國泰,上漲,加權指數,半導體,預期,訂單,升溫,代工廠,Materials,低於,大廠,來自,季財報,指數,權重,新興,MSCI,亞洲,來到,12.43,18.79,分別,1.32,即將,資金,現金,300,台股,10,QE,展開,3.1,帶動,成長,營收,以來,復華,創下,單月,2330,半導體,收月增,全數,創意,億元,51.6,2330,69.52,4.38,2013,13,3.27,12.56,收紅,台股,761.31,33.2,9500,上漲,2014,以來,9529.51,億元,創意,億元,51.6,2330,69.52,4.38,2013,13,3.27,12.56,台股,錢冠州,多頭,封關,今天,符合,價差,國泰,上漲,加權指數,即將,資金,現金,300,台股,10,QE,展開,3.1,帶動"
"2015-02-12";"相對,封關,勉強,因為,協理,MSCI,大盤,富邦,價差,716,指期,外資,台股,國際,後市,1.2,多空,整體而言,單純,封關,股價,均線,優於,勝率,4.5,台積電,多頭,並調,大漲,2330,台積電,148,兩倍,5.5,元作收,4.5,11,一舉,2330,來到,MSCI,封關,74.7,台股,力衝,兩個,同時,外資,11,億元,相對,封關,勉強,因為,協理,MSCI,大盤,富邦,價差,716,指期,外資,台股,國際,後市,1.2,多空,整體而言,單純,封關,加權指數,台股,MSCI,成交,34.09,一盤,752.98,20.87,9496.31,億元,億美元,蘋果,市值,億元,7000,22,7107,10,3870,執行長,加權指數,台股,MSCI,成交,34.09,一盤,752.98,20.87,9496.31,億元,依舊,元收,160,介於,3.8,149,12,11,148,5.5,億美元,蘋果,市值,億元,7000,22,7107,10,3870,執行長,暴動,台股,監獄,影響,外資,不會,462,將屆,民眾,68,暴動,台股,監獄,影響,外資,不會,462,將屆,民眾,68,MSCI,封關,74.7,台股,力衝,兩個,同時,外資,11,億元,依舊,元收,160,介於,3.8,149,12,11,148,5.5,台積電,148,兩倍,5.5,元作收,4.5,11,一舉,2330,來到,股價,均線,優於,勝率,4.5,台積電,多頭,並調,大漲,2330"
"2015-01-26";"震盪,呈現,指期,今日,國際,國泰,學苑,外資,因為,帶動,市場,三大,全數,多頭,友達,再添,捎來,接續,17,半導體,藥廠,生技,Gilead,現在,三家,再來,Genentech,Kos,未來,半邊天,成康,流動性,資金,台股,台灣,ECB,出現,寬鬆,大漲,因為,成康,流動性,資金,台股,台灣,ECB,出現,寬鬆,大漲,因為,歐洲,一個,經濟,代價,QE3,Fed,動作,600,上似,大於,市場,三大,全數,多頭,友達,再添,捎來,接續,17,半導體,震盪,呈現,指期,今日,國際,國泰,學苑,外資,因為,帶動,藥廠,生技,Gilead,現在,三家,再來,Genentech,Kos,未來,半邊天,歐洲,一個,經濟,代價,QE3,Fed,動作,600,上似,大於"
"2015-06-10";"期收,不確定性,191,債務,MERS,080,億元,亞洲地區,加權指數,237,現貨,指數,台股,一陣子,2498,1.5,1.01,A股,上漲,MSCI,供應鏈,中國,台積電,張忠謀,實力,台灣,來勢洶洶,技術,創新,半導體,建議,短線,國泰,不過,偏空,單會,大漲,副總,強彈,不太高,億元,營收,年增,3675.2,2330,15.4,台積電,6.9,701.6,合併,世界,台積,億元,先進,價格,38.8,之後,台積電,200,47.37,台股,A股,上漲,今早,54.79,3008,140,MSCI,創高,51,跌幅,昨天,全數,1.88,9200,9191,1.24,台股,176,大立光"
"2015-05-14";"表現,電子,加權指數,不過,帶領,13,惟僅,出現,弱勢,推高,產品,28,奈米,億美元,累計,賽靈思,營收,10,超越,以來,表現,電子,加權指數,不過,帶領,13,惟僅,出現,弱勢,推高,封裝,營收,半導體,2330,以晶圓,則將,台積電,好轉,庫存,客戶端,台股,MSCI,977.56,億元,9610.83,113.28,加權指數,一口氣,分鐘,9700,產品,28,奈米,億美元,累計,賽靈思,營收,10,超越,以來,台股,MSCI,977.56,億元,9610.83,113.28,加權指數,一口氣,分鐘,9700,封裝,營收,半導體,2330,以晶圓,則將,台積電,好轉,庫存,客戶端"
"2015-01-29";"195,亞股,導致,1.13,亮麗,匯市,持續,敵聯,大漲,升回,12,產能,廠商,台積電,Insights,2330,大廠,吃緊,供給,對於,外資,矽品,目標價,獲利,117.31,43,2325,元調,60,僅有,陳昱宏,指期,走勢,有時,出現,影響,投資人,明顯,國際,期貨,展延,十檔,權證,首波,大寶,31,28,將在,29,市場,195,亞股,導致,1.13,亮麗,匯市,持續,敵聯,大漲,升回,12,產能,廠商,台積電,Insights,2330,大廠,吃緊,供給,對於,展延,十檔,權證,首波,大寶,31,28,將在,29,市場,陳昱宏,指期,走勢,有時,出現,影響,投資人,明顯,國際,期貨,外資,矽品,目標價,獲利,117.31,43,2325,元調,60,僅有"
"2015-09-19";"大盤,反彈,台股,儒鴻,採取,企業,18,攻高到,期間,供應商,買超,188.85,三大,上漲,Fed,18,16.64,8462.14,0.20,17.44"
